Date,Hour,Offense Type,Beat,Premise,Suffix,# offenses,Address
1/22/15,16,Burglary,19G20,Residence or House,-,1,7149 JETTY LN
1/22/15,1,Aggravated Assault,19G20,Bar or Night Club,-,1,12049 BELLAIRE BLVD
1/21/15,21,Robbery,19G20,Residence or House,-,1,11649 STROUD DR
12/23/14,19,Auto Theft,19G20,Auto Repair,-,1,12149 BELLAIRE BLVD
1/31/15,10,Theft,19G20,Residence or House,S,1,4549 KIRKWOOD DR
1/31/15,8,Theft,19G20,Bank or Savings Institution Parking Lot,-,1,11849 BELLAIRE BLVD
1/8/15,17,Burglary,19G20,Residence or House,-,1,7149 JETTY LN
1/8/15,16,Theft,19G20,Strip Business Center Parking Lot,-,1,10649 BELLAIRE BLVD
1/8/15,21,Theft,19G20,Strip Business Center Parking Lot,-,1,10649 BELLAIRE BLVD
1/8/15,21,Theft,19G20,Strip Business Center Parking Lot,-,1,11249 BELLAIRE BLVD
1/8/15,21,Theft,19G20,Grocery Store or Supermarket,-,1,11749 BEECHNUT ST
1/9/15,0,Theft,19G20,"Other, Unknown, or Not Listed",-,1,12049 STROUD DR
1/8/15,10,Burglary,19G20,"Other, Unknown, or Not Listed",-,1,11849 BELLAIRE BLVD
1/7/15,19,Burglary,19G20,Residence or House,-,1,11549 SANDS POINT DR
1/7/15,18,Burglary,19G20,Residence or House,-,1,7749 RIPTIDE DR
1/7/15,23,Theft,19G20,Service or Gas Station,-,1,11849 BELLAIRE BLVD
1/7/15,12,Auto Theft,19G20,Apartment Parking Lot,-,1,11349 BEECHNUT ST
1/7/15,14,Robbery,19G20,"Field, Woods, Forest, Park",-,1,11949 BELLAIRE BLVD
1/6/15,19,Burglary,19G20,Residence or House,-,1,12049 CARVEL LN
1/6/15,20,Robbery,19G20,Department or Discount Store,-,1,10749 BELLAIRE BLVD
1/5/15,13,Theft,19G20,Restaurant or Cafeteria Parking Lot,-,1,10649 BELLAIRE BLVD
1/5/15,15,Auto Theft,19G20,Strip Business Center Parking Lot,-,1,12049 BELLAIRE BLVD
1/5/15,23,Theft,19G20,Strip Business Center Parking Lot,-,1,12149 BELLAIRE BLVD
1/1/15,12,Robbery,19G20,Residence or House,-,1,12249 DASHWOOD DR
1/1/15,10,Theft,19G20,,-,1,11149 SOMERFORD DR
1/1/15,17,Aggravated Assault,19G20,Apartment,S,1,4749 KIRKWOOD DR
1/1/15,20,Theft,19G20,Restaurant or Cafeteria Parking Lot,-,1,6849 WILCREST DR
1/2/15,8,Burglary,19G20,"Physician, Doctor, Dentist's Office",-,1,11349 BELLAIRE BLVD
1/2/15,8,Theft,19G20,"Road, Street, or Sidewalk",-,1,11049 BANDLON DR
1/2/15,13,Theft,19G20,Restaurant or Cafeteria Parking Lot,-,1,10649 BELLAIRE BLVD
1/4/15,21,Theft,19G20,Mall Common Area,-,1,11249 BELLAIRE BLVD
1/5/15,2,Theft,19G20,"Road, Street, or Sidewalk",-,1,11849 DASHWOOD DR
1/4/15,19,Robbery,19G20,"Road, Street, or Sidewalk",-,1,11949 BEECHNUT ST
1/3/15,20,Robbery,19G20,Apartment Parking Lot,-,1,4149 BELLE PARK DR
1/3/15,5,Aggravated Assault,19G20,Bar or Night Club,-,1,6149 WILCREST DR
1/3/15,5,Theft,19G20,Driveway,-,1,11549 BEECHNUT ST
1/9/15,14,Burglary,19G20,"Vacant Other Residential (Apartment,Dorms)",-,1,4649 JETTY LN
1/10/15,1,Aggravated Assault,19G20,Apartment Parking Lot,-,1,11249 BEECHNUT ST
1/11/15,3,Burglary,19G20,Restaurant or Cafeteria,-,1,11849 BELLAIRE BLVD
1/11/15,3,Burglary,19G20,Restaurant or Cafeteria,-,1,12049 BELLAIRE BLVD
1/11/15,7,Theft,19G20,Apartment,S,1,4349 KIRKWOOD DR
1/10/15,16,Burglary,19G20,Apartment,-,1,11449 HARWIN DR
1/10/15,8,Auto Theft,19G20,Driveway,-,1,11649 ROWAN LN
1/10/15,9,Theft,19G20,Driveway,-,1,11249 STROUD DR
1/20/15,11,Theft,19G20,Residence or House,-,1,11049 HIGH STAR DR
1/20/15,10,Burglary,19G20,Residence or House,-,1,10949 STROUD DR
1/19/15,23,Theft,19G20,Service or Gas Station,-,1,11249 BEECHNUT ST
1/20/15,11,Robbery,19G20,Grocery Store or Supermarket,-,1,11349 BELLAIRE BLVD
1/20/15,23,Theft,19G20,Strip Business Center Parking Lot,-,2,12049 BELLAIRE BLVD
1/21/15,8,Burglary,19G20,Residence or House,-,1,12149 WHITE CAP LN
1/21/15,11,Theft,19G20,Restaurant or Cafeteria,-,1,12149 BELLAIRE BLVD
1/18/15,23,Theft,19G20,Restaurant or Cafeteria Parking Lot,-,1,6549 WILCREST DR
1/19/15,9,Theft,19G20,Driveway,-,1,11049 BANDLON DR
1/17/15,12,Aggravated Assault,19G20,"Road, Street, or Sidewalk",-,1,3449 WOODCHASE DR
1/17/15,9,Theft,19G20,Driveway,-,1,11149 STROUD DR
1/17/15,11,Theft,19G20,Apartment Laundry,S,1,4749 KIRKWOOD DR
1/16/15,21,Robbery,19G20,"Laundry, Dry Cleaners, Washaterias",-,1,11249 BEECHNUT ST
1/16/15,8,Theft,19G20,Apartment Parking Lot,-,2,4449 BOONE RD
1/16/15,1,Burglary,19G20,Restaurant or Cafeteria,-,1,11949 BELLAIRE BLVD
1/15/15,22,Burglary,19G20,Apartment,-,1,11849 DASHWOOD DR
1/15/15,21,Theft,19G20,Other Parking Lot,-,1,10649 BELLAIRE BLVD
1/15/15,12,Burglary,19G20,Residence or House,-,1,10949 SELA LN
1/15/15,15,Robbery,19G20,Residence or House,-,1,11049 WILLWOOD DR
1/15/15,16,Burglary,19G20,Residence or House,-,1,11549 SANDS POINT DR
1/13/15,17,Theft,19G20,Apartment Parking Lot,-,1,4449 BOONE RD
1/13/15,19,Burglary,19G20,Residence or House,-,1,11649 CORONA LN
1/14/15,15,Burglary,19G20,Residence or House,-,1,10749 LANGDON LN
1/14/15,20,Robbery,19G20,"Road, Street, or Sidewalk",-,1,12149 SEA SHORE DR
1/14/15,20,Burglary,19G20,Residence or House,-,1,11749 TRIOLA LN
1/14/15,21,Theft,19G20,Restaurant or Cafeteria Parking Lot,-,1,10649 BELLAIRE BLVD
1/15/15,9,Theft,19G20,Strip Business Center Parking Lot,-,1,11849 BELLAIRE BLVD
1/13/15,10,Burglary,19G20,Miscellaneous Business (Non-Specific),-,1,12049 BELLAIRE BLVD
1/12/15,16,Theft,19G20,Driveway,-,1,4349 CONTINENTAL DR
1/12/15,21,Auto Theft,19G20,Driveway,-,1,10949 STROUD DR
1/11/15,18,Auto Theft,19G20,Driveway,-,1,7549 SHINER LN
1/11/15,16,Theft,19G20,Residence or House,-,1,12149 CORONA LN
1/12/15,3,Auto Theft,19G20,"Road, Street, or Sidewalk",-,1,12149 NEFF -
1/12/15,3,Burglary,19G20,"Electronics Store, Electrical Supplies",S,1,8149 KIRKWOOD DR
1/12/15,0,Burglary,19G20,"Church, Synagogue, or Temple",-,1,12149 BELLAIRE BLVD
1/12/15,10,Robbery,19G20,Restaurant or Cafeteria Parking Lot,-,1,10949 BELLAIRE BLVD
1/31/15,8,Burglary,19G30,Restaurant or Cafeteria Parking Lot,-,1,12349 BELLAIRE BLVD
1/30/15,21,Theft,19G30,Driveway,-,1,12449 SHARPVIEW -
10/30/13,13,Theft,19G30,"Other, Unknown, or Not Listed",-,1,13049 LEADER ST
1/23/15,13,Theft,19G30,Grocery Store or Supermarket,-,1,12549 BELLAIRE BLVD
1/23/15,15,Burglary,19G30,Restaurant or Cafeteria,-,1,6749 WESTBRANCH DR
1/23/15,7,Auto Theft,19G30,Apartment Parking Lot,-,1,8049 COOK RD
1/22/15,21,Theft,19G30,"Road, Street, or Sidewalk",-,1,12749 RODEO SQUARE DR
1/24/15,7,Robbery,19G30,"Road, Street, or Sidewalk",S,1,7849 DAIRY ASHFORD -
1/24/15,14,Theft,19G30,"Laundry, Dry Cleaners, Washaterias",-,1,8249 COOK RD
1/25/15,18,Burglary,19G30,Residence or House,-,1,13349 TROMPILLA LN
1/25/15,15,Aggravated Assault,19G30,"Road, Street, or Sidewalk",-,1,12849 BELLAIRE BLVD
1/29/15,12,Burglary,19G30,Residence or House,-,1,7849 WINDING CREEK VIEW
1/29/15,16,Theft,19G30,Apartment Parking Lot,-,1,7549 COOK RD
1/28/15,7,Auto Theft,19G30,Apartment Parking Lot,-,1,6749 WESTWICK DR
1/28/15,20,Robbery,19G30,Apartment Parking Lot,-,1,4549 COOK RD
1/28/15,14,Robbery,19G30,"Road, Street, or Sidewalk",-,1,7649 WINDWARD PASSAGE -
1/27/15,9,Burglary,19G30,Apartment,-,1,6749 WESTBRANCH DR
1/27/15,0,Theft,19G30,Restaurant or Cafeteria,-,1,12349 BELLAIRE BLVD
1/27/15,22,Aggravated Assault,19G30,Residence or House,-,1,7249 COOK RD
1/26/15,17,Aggravated Assault,19G30,Apartment,-,1,12749 RODEO SQUARE DR
1/10/15,23,Burglary,19G30,Restaurant or Cafeteria,-,1,12349 BELLAIRE BLVD
1/9/15,13,Aggravated Assault,19G30,"Road, Street, or Sidewalk",-,1,12349 BEECHNUT ST
1/3/15,13,Auto Theft,19G30,Apartment Parking Lot,-,1,6749 WESTWICK DR
1/3/15,22,Burglary,19G30,Apartment,-,1,12749 RODEO SQUARE DR
1/2/15,8,Auto Theft,19G30,Driveway,-,1,12349 RIDGESIDE DR
1/2/15,11,Theft,19G30,Apartment Parking Lot,S,1,6949 DAIRY ASHFORD -
1/3/15,0,Robbery,19G30,Driveway,-,1,6949 CADDO LAKE -
1/2/15,21,Robbery,19G30,Apartment Parking Lot,-,1,7049 COOK RD
1/2/15,16,Burglary,19G30,Residence or House,-,1,7249 CROWNWEST DR
1/2/15,5,Burglary,19G30,Check Cashing Places,-,1,12549 BELLAIRE BLVD
1/1/15,1,Burglary,19G30,Residence or House,-,1,12749 CARVEL LN
1/5/15,22,Theft,19G30,"Road, Street, or Sidewalk",-,1,5049 SYNOTT -
1/5/15,17,Theft,19G30,"Parks and Recreation, Zoo, Swimming Pool",S,1,7749 DAIRY ASHFORD -
1/5/15,19,Robbery,19G30,Apartment Parking Lot,-,1,4549 COOK RD
1/5/15,15,Burglary,19G30,Residence or House,-,1,6249 MEADWAY DR
1/5/15,14,Robbery,19G30,"Road, Street, or Sidewalk",S,1,6149 GREENPARK DR
1/5/15,13,Burglary,19G30,Apartment,-,1,7049 COOK RD
1/5/15,10,Theft,19G30,"Road, Street, or Sidewalk",-,1,7949 COOK RD
1/6/15,20,Theft,19G30,Other Parking Lot,-,1,7849 COOK RD
1/6/15,9,Burglary,19G30,Restaurant or Cafeteria,-,1,12349 BELLAIRE BLVD
1/6/15,16,Robbery,19G30,"Field, Woods, Forest, Park",S,1,7849 DAIRY ASHFORD -
1/7/15,14,Theft,19G30,High School,-,1,4249 COOK RD
1/7/15,15,Robbery,19G30,"Road, Street, or Sidewalk",-,1,7149 CROWNWEST DR
1/7/15,22,Robbery,19G30,Apartment Parking Lot,-,1,6749 WESTBRANCH DR
1/7/15,18,Auto Theft,19G30,Apartment,-,1,4549 COOK RD
1/8/15,21,Aggravated Assault,19G30,Apartment,-,1,12749 RODEO SQUARE DR
1/8/15,16,Theft,19G30,Nursing Home,-,1,12749 BEECHNUT ST
1/12/15,15,Theft,19G30,Driveway,-,1,7149 CROWNWEST DR
1/12/15,2,Burglary,19G30,Barber And Beauty Shops,-,1,12349 BELLAIRE BLVD
1/11/15,22,Robbery,19G30,Convenience Store,-,1,12849 BELLAIRE BLVD
1/14/15,22,Theft,19G30,Other Parking Lot,-,1,7449 COOK RD
1/14/15,15,Theft,19G30,"Electronics Store, Electrical Supplies",-,1,12349 BEECHNUT ST
1/14/15,11,Robbery,19G30,Apartment Parking Lot,S,1,6749 DAIRY ASHFORD -
1/15/15,16,Theft,19G30,Apartment,-,1,12749 RODEO SQUARE DR 1802 -
1/15/15,17,Theft,19G30,Bus Station,-,1,6749 WESTBRANCH DR
1/15/15,19,Theft,19G30,Apartment Parking Lot,-,1,7549 COOK RD
1/16/15,23,Robbery,19G30,"Road, Street, or Sidewalk",-,1,6749 WESTBRANCH DR
1/16/15,15,Theft,19G30,Apartment Parking Lot,-,1,7549 COOK RD
1/21/15,11,Burglary,19G30,Vacant Building (Commercial),-,1,12749 ALIEF CLODINE RD
1/21/15,8,Theft,19G30,"Road, Street, or Sidewalk",-,1,4549 COOK RD
1/20/15,13,Robbery,19G30,"Electronics Store, Electrical Supplies",-,1,12849 BELLAIRE BLVD
1/26/15,16,Burglary,19G40,Residence or House,-,1,12049 PLUMBROOK DR
1/26/15,16,Aggravated Assault,19G40,Apartment,S,1,11749 GLEN -
1/26/15,9,Theft,19G40,Residence or House,S,1,11749 GLEN -
1/27/15,20,Theft,19G40,"Road, Street, or Sidewalk",-,1,12249 PINE KNOLL DR
1/27/15,20,Burglary,19G40,Apartment,S,1,12549 DAIRY ASHFORD -
1/27/15,18,Robbery,19G40,Bus Stop,-,1,11749 HERALD SQUARE DR
1/26/15,23,Auto Theft,19G40,Other Parking Lot,S,1,9249 DAIRY ASHFORD -
1/27/15,7,Auto Theft,19G40,Apartment Parking Lot,-,1,9749 COURT GLEN DR
1/28/15,15,Burglary,19G40,Residence or House,-,1,9949 SOUTH CT
1/28/15,22,Robbery,19G40,Driveway,-,1,10049 HUNTINGTON WAY DR
1/28/15,18,Theft,19G40,"Laundry, Dry Cleaners, Washaterias",-,1,11949 BISSONNET ST
1/28/15,8,Theft,19G40,Driveway,-,1,10549 LEAWOOD BLVD
1/28/15,10,Burglary,19G40,Residence or House,-,1,8549 COOKWIND DR
1/28/15,2,Burglary,19G40,Strip Business Center Parking Lot,-,1,12649 BISSONNET ST
1/29/15,16,Burglary,19G40,Residence or House,-,1,9749 LEAWOOD BLVD
1/29/15,17,Robbery,19G40,"Road, Street, or Sidewalk",S,1,9049 DAIRY ASHFORD -
1/29/15,5,Auto Theft,19G40,"Road, Street, or Sidewalk",-,1,9949 LEAWOOD BLVD
1/25/15,4,Aggravated Assault,19G40,,-,1,9749 LEAWOOD BLVD
1/25/15,10,Theft,19G40,Residence or House,-,1,8549 COOKWIND DR
1/24/15,23,Robbery,19G40,Apartment Parking Lot,S,1,9849 KIRKWOOD DR
1/24/15,13,Theft,19G40,Apartment,-,1,9449 COVENTRY SQUARE DR
1/24/15,11,Burglary,19G40,Residence or House,-,1,12149 MEADOW PINES DR
1/24/15,3,Theft,19G40,Strip Business Center Parking Lot,-,1,11949 BISSONNET ST
1/24/15,8,Auto Theft,19G40,Apartment Parking Lot,S,1,9949 DAIRY ASHFORD -
1/24/14,11,Burglary,19G40,Rental Storage Facility,-,1,8449 COOK RD
1/23/15,21,Burglary,19G40,Apartment,-,1,12649 BROOKGLADE CIR
1/23/15,16,Burglary,19G40,Residence or House,-,1,11449 GLADEFIELD DR
1/23/15,16,Burglary,19G40,Residence or House,-,1,12749 LIMA DR
1/23/15,14,Theft,19G40,Miscellaneous Business (Non-Specific),-,1,12049 BISSONNET ST
1/23/15,14,Theft,19G40,Apartment Parking Lot,-,1,9749 LEAWOOD BLVD
1/21/15,20,Burglary,19G40,Residence or House,-,1,10649 LEAWOOD BLVD
1/21/15,23,Murder,19G40,Service or Gas Station,-,1,11649 BISSONNET ST
1/21/15,23,Robbery,19G40,"Road, Street, or Sidewalk",-,1,8349 LEAMONT -
1/22/15,0,Aggravated Assault,19G40,Apartment,S,1,11749 GLEN -
1/22/15,7,Auto Theft,19G40,Apartment Parking Lot,-,1,12049 BISSONNET ST
1/22/15,16,Burglary,19G40,Residence or House,-,1,8649 AMBLEWOOD DR
1/22/15,19,Burglary,19G40,Residence or House,-,1,10249 HUNTINGTON DALE DR
1/22/15,14,Burglary,19G40,Residence or House,-,1,11849 ZARROLL DR
6/12/12,9,Theft,19G40,Grocery Store or Supermarket,S,1,9549 KIRKWOOD DR
1/31/15,23,Aggravated Assault,19G40,"Road, Street, or Sidewalk",-,1,9449 KETCHWOOD DR
5/14/14,20,Theft,19G40,Apartment,S,1,11749 GLEN -
1/31/15,15,Burglary,19G40,Apartment,-,1,12649 BROOKGLADE CIR
1/30/15,19,Theft,19G40,Convenience Store,S,1,9149 DAIRY ASHFORD -
1/30/15,21,Burglary,19G40,Apartment,W,1,13149 BELLFORT ST
1/30/15,13,Burglary,19G40,Residence or House,-,1,9749 HUNTINGTON WAY DR
12/27/14,13,Theft,19G40,Residence or House,-,1,12249 CREEKHURST DR
1/8/15,18,Theft,19G40,"Church, Synagogue, or Temple",-,1,10449 SYNOTT -
1/8/15,9,Auto Theft,19G40,Apartment Parking Lot,-,1,11549 LARKDALE DR
1/8/15,13,Theft,19G40,Apartment,-,1,9449 COVENTRY SQUARE DR
1/8/15,13,Theft,19G40,Residence or House,-,1,9749 LEAWOOD BLVD
1/7/15,14,Robbery,19G40,Specialty Store (Non-Specific),-,1,12749 BISSONNET ST
1/7/15,13,Burglary,19G40,"Gym, Recreat, Club House, Indoor Pool, Spa",-,1,9549 COOK RD
1/6/15,17,Theft,19G40,Commercial Parking Lot or Garage,W,1,11749 BELLFORT ST
1/7/15,9,Burglary,19G40,Residence or House,-,1,10249 GROVE GLEN DR
1/5/15,10,Theft,19G40,Residence or House,-,1,8949 SUNNYFIELD DR
1/5/15,11,Burglary,19G40,Residence or House,-,1,12149 PLUMBROOK DR
1/5/15,7,Theft,19G40,Driveway,-,1,8449 AMBLEWOOD DR
1/5/15,14,Theft,19G40,Other Parking Lot,-,1,11949 BISSONNET ST
1/1/15,14,Burglary,19G40,Rental Storage Facility,-,1,10549 SYNOTT -
1/1/15,15,Auto Theft,19G40,Driveway,-,1,11249 HERALD SQUARE DR
1/1/15,16,Aggravated Assault,19G40,Restaurant or Cafeteria Parking Lot,-,1,12549 BISSONNET ST
1/1/15,19,Aggravated Assault,19G40,Residence or House,-,1,12749 SHANNON HILLS DR
1/2/15,18,Burglary,19G40,Apartment,-,1,9749 COURT GLEN DR
1/3/15,4,Burglary,19G40,Miscellaneous Business (Non-Specific),-,1,11949 BISSONNET ST
1/2/15,10,Burglary,19G40,Drug Store or Medical Supply,-,1,12649 BISSONNET ST
1/3/15,17,Theft,19G40,Apartment,-,1,9749 COURT GLEN DR
1/3/15,12,Aggravated Assault,19G40,Residence or House,-,1,10649 HUNTINGTON DALE DR
1/3/15,8,Burglary,19G40,Residence or House,-,1,12049 CREEKHURST DR
1/4/15,10,Auto Theft,19G40,Driveway,-,1,8349 LEAWOOD BLVD
1/9/15,16,Auto Theft,19G40,"Road, Street, or Sidewalk",S,1,8749 DAIRY ASHFORD -
1/9/15,22,Auto Theft,19G40,"Road, Street, or Sidewalk",-,1,11449 NEWBROOK DR
1/10/15,21,Auto Theft,19G40,Apartment Parking Lot,S,1,9449 DAIRY ASHFORD -
1/10/15,10,Theft,19G40,Residence or House,-,1,10549 SYNOTT -
1/10/15,9,Robbery,19G40,Drug Store or Medical Supply,S,1,9149 DAIRY ASHFORD -
1/11/15,12,Aggravated Assault,19G40,Convenience Store Parking Lot,-,1,11249 BISSONNET ST
1/20/15,14,Theft,19G40,Residence or House,-,1,12749 BISSONNET ST
1/20/15,6,Auto Theft,19G40,Apartment Parking Lot,-,1,9749 COURT GLEN DR
1/20/15,7,Theft,19G40,Apartment Parking Lot,-,1,12649 BROOKGLADE CIR
1/20/15,7,Theft,19G40,Driveway,-,1,8549 COOKWIND DR
1/19/15,21,Aggravated Assault,19G40,Residence or House,-,1,12749 DAIRY BROOK DR
1/19/15,16,Theft,19G40,Apartment Parking Lot,-,1,9749 COURT GLEN DR
1/21/15,18,Auto Theft,19G40,Residence or House,S,1,9549 DAIRY ASHFORD -
1/16/15,15,Burglary,19G40,Residence or House,-,1,12549 SHANNON HILLS DR
1/16/15,14,Theft,19G40,Miscellaneous Business (Non-Specific),-,1,12749 BISSONNET ST
1/16/15,19,Burglary,19G40,Residence or House,-,1,11849 ACADIAN DR
1/17/15,0,Burglary,19G40,Apartment,-,1,9749 COURT GLEN DR
1/15/15,15,Robbery,19G40,Apartment,W,1,13149 BELLFORT ST
1/15/15,12,Theft,19G40,Residence or House,-,1,12049 NEWBROOK DR
1/16/15,10,Burglary,19G40,Rental Storage Facility,-,1,8449 COOK RD
1/17/15,14,Theft,19G40,Grocery Store or Supermarket,W,1,11749 BELLFORT ST
1/17/15,18,Theft,19G40,High School,-,1,11949 BISSONNET ST
1/18/15,10,Theft,19G40,"Road, Street, or Sidewalk",-,1,12649 LIMA DR
1/18/15,8,Theft,19G40,Apartment,-,1,12649 BROOKGLADE CIR
1/18/15,8,Theft,19G40,Driveway,-,1,9949 HUNTINGTON WAY DR
1/18/15,6,Theft,19G40,Apartment Parking Lot,W,1,11749 BELLFORT ST
1/17/15,23,Auto Theft,19G40,Apartment Parking Lot,-,1,11549 BISSONNET ST
1/19/15,6,Theft,19G40,Driveway,-,1,11949 NEWBROOK DR
1/18/15,20,Aggravated Assault,19G40,,S,1,9249 DAIRY ASHFORD -
1/18/15,12,Theft,19G40,Apartment,-,1,10649 UMBER CT
1/18/15,12,Theft,19G40,Residence or House,-,1,12549 LIMA DR
1/18/15,13,Burglary,19G40,Residence or House,-,1,12649 BROOKGLADE CIR
1/13/15,22,Burglary,19G40,Residence or House,-,1,12649 HUNTINGTON FIELD DR
1/13/15,15,Aggravated Assault,19G40,"Road, Street, or Sidewalk",-,1,12649 BROOKGLADE CIR
1/13/15,17,Robbery,19G40,Liquor Store,-,1,11849 BISSONNET ST
1/14/15,17,Theft,19G40,Grocery Store or Supermarket,S,1,9549 KIRKWOOD DR
1/14/15,22,Burglary,19G40,Residence or House,-,1,12649 SHANNON HILLS DR
1/14/15,20,Burglary,19G40,Residence or House,-,1,11949 PLUMBROOK DR
1/12/15,14,Aggravated Assault,19G40,Residence or House,-,1,12149 PLUMBROOK DR
1/12/15,14,Burglary,19G40,Residence or House,-,1,9049 BROOKWULF DR
1/12/15,9,Burglary,19G40,Apartment,-,1,10849 HUNTINGTON ESTATES DR
1/12/15,18,Robbery,19G40,Service or Gas Station,-,1,11649 BISSONNET ST
12/20/14,10,Theft,19G50,Apartment Rental Office,-,1,10049 FORUM WEST DR
12/10/14,9,Burglary,19G50,Commercial Building,-,1,9649 BISSONNET ST
1/30/15,16,Aggravated Assault,19G50,Restaurant or Cafeteria Parking Lot,-,1,9649 BISSONNET ST
1/31/15,7,Burglary,19G50,Restaurant or Cafeteria Parking Lot,-,1,10449 BISSONNET ST
1/31/15,17,Theft,19G50,Apartment Parking Lot,-,1,11049 KINGHURST -
1/22/15,15,Theft,19G50,Strip Business Center Parking Lot,-,1,9649 BISSONNET ST
1/23/15,14,Theft,19G50,Residence or House,-,1,10249 BISSONNET ST
1/23/15,9,Theft,19G50,Apartment,-,1,10449 SOUTH DR
1/23/15,23,Burglary,19G50,Apartment,-,1,10649 SOUTH DR
1/24/15,12,Theft,19G50,Grocery Store or Supermarket Parking Lot,S,1,11549 WILCREST DR
1/24/15,20,Robbery,19G50,Apartment Parking Lot,W,1,11649 BELLFORT ST
1/25/15,11,Theft,19G50,"Hotel, Motel, Inn, Etc.",-,1,10549 BISSONNET ST
1/25/15,10,Aggravated Assault,19G50,"Hotel, Motel, Inn, Etc.",-,1,9649 BISSONNET ST
1/29/15,5,Theft,19G50,Commercial Building,-,1,10049 W.SAM HOUSTON PKWY
1/29/15,5,Theft,19G50,Apartment,-,1,10849 KIPP WAY DR
1/29/15,7,Theft,19G50,Apartment Parking Lot,-,1,10449 SOUTH DR
1/28/15,16,Aggravated Assault,19G50,Strip Business Center Parking Lot,-,2,9849 BISSONNET ST
1/27/15,6,Theft,19G50,Apartment Parking Lot,-,1,10549 SOUTH DR
1/27/15,5,Auto Theft,19G50,Driveway,-,1,11349 WHITTINGHAM LN
1/27/15,14,Auto Theft,19G50,Other Parking Lot,-,1,9849 BISSONNET ST
1/26/15,17,Aggravated Assault,19G50,Apartment,-,1,10349 WILCREST DR
1/26/15,18,Theft,19G50,Rental Storage Facility,-,1,9849 BISSONNET ST
1/11/15,14,Aggravated Assault,19G50,Apartment,-,1,10049 FORUM WEST DR
1/11/15,15,Rape,19G50,Apartment Parking Lot,-,1,10449 SOUTH DR
1/10/15,9,Theft,19G50,Residence or House,-,1,9849 FORUM PARK DR
1/10/15,13,Auto Theft,19G50,Commercial Parking Lot or Garage,-,1,9849 BISSONNET ST
1/10/15,15,Theft,19G50,Apartment,-,1,10149 FORUM PARK DR
1/11/15,7,Theft,19G50,Service or Gas Station,-,1,10349 BISSONNET ST
1/10/15,0,Robbery,19G50,Apartment,-,1,10249 FORUM PARK DR
1/10/15,4,Robbery,19G50,"Hotel, Motel, Inn, Etc.",-,1,10549 BISSONNET ST
1/9/15,14,Aggravated Assault,19G50,Residence or House,-,3,10949 MONTVERDE LN
1/9/15,11,Auto Theft,19G50,Apartment Parking Lot,W,1,11649 BELLFORT ST
1/4/15,18,Aggravated Assault,19G50,Convenience Store Parking Lot,-,1,9849 BISSONNET ST
1/3/15,12,Theft,19G50,Strip Business Center Parking Lot,W,1,10949 BELLFORT ST
1/3/15,20,Theft,19G50,Apartment Parking Lot,W,1,9849 SAM HOUSTON PKWY
1/3/15,19,Burglary,19G50,Apartment,-,1,11049 KINGHURST -
1/4/15,0,Robbery,19G50,Apartment Parking Lot,W,1,11649 BELLFORT ST
1/2/15,8,Theft,19G50,"Factory, Manufacturing, or Industrial",S,1,11249 WILCREST DR
1/2/15,15,Burglary,19G50,Miscellaneous Business (Non-Specific),-,1,10849 ROCKLEY RD
1/2/15,20,Aggravated Assault,19G50,Residence or House,-,1,11249 ENSBROOK DR
1/1/15,17,Theft,19G50,Residence or House,-,1,9849 FORUM PARK DR
1/5/15,12,Robbery,19G50,Office Building,-,1,10449 ROCKLEY RD
1/6/15,17,Theft,19G50,Other Parking Lot,-,1,10549 ROCKLEY RD
1/6/15,9,Auto Theft,19G50,Apartment Parking Lot,-,2,10249 BISSONNET ST
1/7/15,10,Aggravated Assault,19G50,Grocery Store or Supermarket Parking Lot,W,1,9649 SAM HOUSTON PKWY
1/8/15,9,Aggravated Assault,19G50,Social Services or Public Charities,-,1,10849 ROCKLEY RD
1/8/15,20,Robbery,19G50,Convenience Store Parking Lot,-,1,10449 BISSONNET ST
1/12/15,18,Burglary,19G50,Apartment,W,1,11649 BELLFORT ST
1/13/15,4,Burglary,19G50,Barber And Beauty Shops,-,1,11449 SOUTHWEST FWY
1/13/15,12,Theft,19G50,"Hotel, Motel, Inn, Etc.",-,1,11049 SOUTHWEST FWY
1/13/15,14,Theft,19G50,Office Building,W,1,10149 SAM HOUSTON PKWY
1/12/15,9,Theft,19G50,Apartment Parking Lot,-,1,10449 SOUTH DR
1/12/15,15,Theft,19G50,Grocery Store or Supermarket,W,1,10149 SAM HOUSTON PKWY
1/12/15,15,Auto Theft,19G50,Apartment,W,1,10949 BELLFORT ST
1/12/15,15,Burglary,19G50,Apartment,-,1,10449 SOUTH DR
1/14/15,17,Aggravated Assault,19G50,Apartment,-,1,10449 SOUTH DR
1/14/15,23,Robbery,19G50,Commercial Parking Lot or Garage,S,1,11249 WILCREST DR
1/14/15,22,Auto Theft,19G50,"Hotel, Motel, Inn, Etc.",W,1,9649 SAM HOUSTON PKWY
1/13/15,21,Auto Theft,19G50,Apartment Parking Lot,-,1,10049 FORUM WEST DR
1/14/15,12,Auto Theft,19G50,Apartment Parking Lot,W,1,11649 BELLFORT ST
1/14/15,11,Theft,19G50,"Hotel, Motel, Inn, Etc.",-,1,10549 STANCLIFF RD
1/14/15,4,Burglary,19G50,Residence or House,-,1,10149 FORUM PARK DR
1/14/15,2,Robbery,19G50,"Road, Street, or Sidewalk",W,1,11649 BELLFORT ST
